Name,Description,Primary database model,Secondary database models,DB-Engines Ranking Trend Chart,Website,Technical documentation,Developer,Initial release,Current release,License,License_info,Cloud-based only,DBaaS offerings (sponsored links),Implementation language,Server operating systems,Data scheme,Typing,XML support,Secondary indexes,SQL,APIs and other access methods,Supported programming languages,Server-side scripts,Triggers,Partitioning methods,Replication methods,MapReduce,Consistency concepts,Foreign keys,Transaction concepts,Concurrency,Durability,In-memory capabilities,User concepts
Vertica,"Cloud or off-cloud analytical database and query engine for structured and semi-structured streaming and batch data. Machine learning platform with built-in algorithms, data preparation capabilities, and model evaluation and management via SQL or Python.",Relational DBMS,,"Score,16.98,Rank,#39,Overall,#24,Relational DBMS",www.vertica.com,vertica.com/documentation,OpenText,2005,"12.0.3, January 2023",commercial,Limited community edition free,no,"Vertica Accelerator,’s high-performance analytics and machine learning with SQL or Python is available as SaaS.",C++,Linux,"Yes, but also semi-structure/unstructured data storage, and complex hierarchical data (like Parquet) stored and/or queried.",yes,,"No Indexes Required. Different internal optimization strategy, but same functionality included.","Full 1999 standard plus machine learning, time series and geospatial. Over 650 functions.","ADO.NET,JDBC,Kafka Connector,ODBC,RESTful HTTP API,Spark Connector,vSQL","C#,C++,Go,Java,JavaScript (Node.js),Perl,PHP,Python,R","yes, PostgreSQL PL/pgSQL, with minor differences","yes, called Custom Alerts","horizontal partitioning, hierarchical partitioning",Multi-source replication,no,Immediate Consistency,yes,ACID,yes,yes,,"fine grained access rights according to SQL-standard; supports Kerberos, LDAP, Ident and hash"
Netezza,Data warehouse and analytics appliance part of IBM PureSystems,Relational DBMS,,"Score,16.31,Rank,#40,Overall,#25,Relational DBMS",www.ibm.com/products/netezza,,IBM,2000,,commercial,,no,,,Linux,yes,yes,,yes,yes,"JDBC,ODBC,OLE DB","C,C++,Fortran,Java,Lua,Perl,Python,R",yes,no,Sharding,Source-replica replication,yes,,no,ACID,yes,yes,,Users with fine-grained authorization concept
dBASE,"dBase was one of the first databases with a development environment on PC's. Its latest version dBase V is still sold as dBase classic, which needs a DOS Emulation. The up-to-date product is dBase plus.",Relational DBMS,,"Score,15.03,Rank,#41,Overall,#26,Relational DBMS",www.dbase.com,,Asthon Tate,1979,,commercial,,no,,,"DOS,Windows",yes,yes,,yes,no,none,dBase proprietary IDE,no,no,none,none,no,,yes,no,yes,yes,,Access rights for users and roles
CouchDB,"A native JSON -,document store,inspired by Lotus Notes, scalable from globally distributed server-clusters down to mobile phones.",Document store,,"Score,14.46,Rank,#42,Overall,#7,Document stores",couchdb.apache.org,,Apache Software Foundation,2005,,Open Source,Apache version 2,no,,,"Android,BSD,Linux,OS X,Solaris,Windows",schema-free,no,,yes,no,RESTful HTTP/JSON API,"C,C#,ColdFusion,Erlang,Haskell,Java,JavaScript,Lisp,Lua,Objective-C,OCaml,Perl,PHP,PL/SQL,Python,Ruby,Smalltalk",View functions in JavaScript,yes,Sharding,"Multi-source replication,Source-replica replication",yes,,no,no,yes,yes,,Access rights for users can be defined per database
ClickHouse,"Column-oriented,Relational DBMS,powering Yandex",Relational DBMS,,"Score,14.24,Rank,#43,Overall,#27,Relational DBMS",clickhouse.tech,,Clickhouse Inc.,2016,,Open Source,Apache 2.0,no,,,"FreeBSD,Linux,macOS",yes,yes,,"yes, when using the MergeTree engine",Close to ANSI SQL,"HTTP REST,JDBC,ODBC,Proprietary protocol","C#,C++,Elixir,Go,Java,JavaScript (Node.js),Kotlin,Nim,Perl,PHP,Python,R,Ruby,Scala",no,no,,,no,,no,no,yes,yes,,Access rights for users and roles
Presto,Distributed SQL Query Engine for Big Data,Relational DBMS,,"Score,13.89,Rank,#44,Overall,#28,Relational DBMS",prestodb.io,,Facebook; Presto Foundation,2013,,Open Source,Apache 2.0,no,,,,,,,,,,,,,,,,,,,,,,
Google Cloud Firestore,"Cloud Firestore is an auto-scaling document database for storing, syncing, and querying data for mobile and web apps. It offers seamless integration with other Firebase and Google Cloud Platform products.",Document store,,"Score,11.36,Rank,#45,Overall,#8,Document stores",firebase.google.com/products/firestore,,Google,2017,,commercial,,yes,,,hosted,schema-free,yes,,yes,no,"Android,gRPC (using protocol buffers) API,iOS,JavaScript API,RESTful HTTP API","Go,Java,JavaScript,JavaScript (Node.js),Objective-C,Python","yes, Firebase Rules & Cloud Functions","yes, with Cloud Functions",Sharding,Multi-source replication,Using Cloud Dataflow,,no,yes,yes,yes,,"Access rights for users, groups and roles based on Google Cloud Identity and Access Management. Security Rules for 3rd party authentication using Firebase Auth."
OpenSearch,"A distributed, RESTful search and analytics engine forked from,Elasticsearch,and based on,Apache Lucene",Search engine,,"Score,11.12,Rank,#46,Overall,#4,Search engines","github.com/opensearch-project,opensearch.org",,Amazon Web Services,2021,,Open Source,Apache Version 2.0,no,"Aiven for OpenSearch,: Fully managed open source search and analytics suite including search engine, NoSQL document database, and visualization interface.",,All OS with a Java VM,schema-free,yes,,yes,SQL-like query language,"Java API,RESTful HTTP/JSON API","Go,Java,JavaScript (Node.js),PHP,Python,Ruby",yes,yes,Sharding,yes,,,no,no,yes,yes,,
Greenplum,"Analytic Database platform built on,PostgreSQL,. Full name is Pivotal Greenplum Database",Relational DBMS,,"Score,10.86,Rank,#47,Overall,#29,Relational DBMS",greenplum.org,,Pivotal Software Inc.,2005,,Open Source,Apache 2.0,no,,,Linux,yes,yes,,yes,yes,"JDBC,ODBC","C,Java,Perl,Python,R",yes,yes,Sharding,Source-replica replication,yes,,yes,ACID,yes,yes,,fine grained access rights according to SQL-standard
Amazon Aurora,MySQL and PostgreSQL compatible cloud service by Amazon,Relational DBMS,,"Score,10.07,Rank,#48,Overall,#30,Relational DBMS",aws.amazon.com/rds/aurora,,Amazon,2015,,commercial,,yes,,,hosted,yes,yes,,yes,yes,"ADO.NET,JDBC,ODBC","Ada,C,C#,C++,D,Delphi,Eiffel,Erlang,Haskell,Java,JavaScript (Node.js),Objective-C,OCaml,Perl,PHP,Python,Ruby,Scheme,Tcl",yes,yes,horizontal partitioning,Source-replica replication,no,,yes,ACID,yes,yes,,fine grained access rights according to SQL-standard
MarkLogic,Operational and transactional Enterprise NoSQL database,"Document store,Native XML DBMS,RDF store,Search engine",,"Score,8.86,Rank,#49,Overall,#9,Document stores,#1,Native XML DBMS,#1,RDF stores,#5,Search engines",www.marklogic.com,,MarkLogic Corp.,2001,,commercial,restricted free version is available,no,,,"Linux,OS X,Windows",schema-free,yes,,yes,yes,"Java API,Node.js Client API,ODBC,proprietary Optic API,RESTful HTTP API,SPARQL,WebDAV,XDBC,XQuery,XSLT","C,C#,C++,Java,JavaScript (Node.js),Perl,PHP,Python,Ruby",yes,yes,Sharding,yes,yes,,no,ACID,yes,yes,,Role-based access control at the document and subdocument levels
Oracle Essbase,Multidimensional database platform for analytic applications,Relational DBMS,,"Score,8.79,Rank,#50,Overall,#31,Relational DBMS",www.oracle.com/technetwork/middleware/essbase/overview/index.html,,Oracle,1998,,commercial,,no,,,,,,,,,,,,,,,,,,,,,,
H2,"Full-featured RDBMS with a small footprint, either embedded into a Java application or used as a database server.",Relational DBMS,,"Score,8.72,Rank,#51,Overall,#32,Relational DBMS",www.h2database.com,,Thomas Mueller,2005,,Open Source,"dual-licence (Mozilla public license, Eclipse public license)",no,,,All OS with a Java VM,yes,yes,,yes,yes,"JDBC,ODBC",Java,Java Stored Procedures and User-Defined Functions,yes,none,With clustering: 2 database servers on different computers operate on identical copies of a database,no,,yes,ACID,"yes, multi-version concurrency control (MVCC)",yes,,fine grained access rights according to SQL-standard
Hazelcast,A widely adopted in-memory data grid,Key-value store,,"Score,8.63,Rank,#52,Overall,#5,Key-value stores",hazelcast.com,,Hazelcast,2008,,Open Source,Apache Version 2; commercial licenses available,no,,,All OS with a Java VM,schema-free,yes,,yes,SQL-like query language,"JCache,JPA,Memcached protocol,RESTful HTTP API",".Net,C#,C++,Clojure,Go,Java,JavaScript (Node.js),Python,Scala",yes,yes,Sharding,yes,yes,,no,one or two-phase-commit; repeatable reads; read commited,yes,yes,,Role-based access control
etcd,"A distributed reliable,key-value store",Key-value store,,"Score,8.60,Rank,#53,Overall,#6,Key-value stores","etcd.io,github.com/etcd-io/etcd",,,,,Open Source,Apache Version 2.0,no,,,"FreeBSD,Linux,Windows",schema-free,no,,no,no,"gRPC,JSON over HTTP",".Net,C,C++,Clojure,Erlang,Go,Haskell,Java,JavaScript (Node.js),Perl,PHP,Python,R,Ruby,Rust,Scala,Tcl",no,"yes, watching key changes",,Using Raft consensus algorithm to ensure data replication with strong consistency among multiple replicas.,no,,no,no,yes,yes,,no
Realm,"A DBMS built for use on mobile devices that’s a fast, easy to use alternative to,SQLite,and Core Data",Document store,,"Score,8.53,Rank,#54,Overall,#10,Document stores",realm.io,,"Realm, acquired by MongoDB in May 2019",2014,,Open Source,,no,,,"Android,Backend: server-less,iOS,Windows",yes,yes,,yes,no,,".Net,Java,Objective-C,React Native,Swift",no,yes,none,none,no,,no,ACID,,yes,,yes
Kdb,"High performance,Time Series DBMS",Time Series DBMS,,"Score,8.03,Rank,#55,Overall,#2,Time Series DBMS",kx.com,,"Kx Systems, a division of First Derivatives plc",2000,,commercial,free 32-bit version,no,,,"Linux,OS X,Solaris,Windows",yes,yes,,yes,SQL-like query language (q),"HTTP API,JDBC,Jupyter,Kafka,ODBC,WebSocket","C,C#,C++,Go,J,Java,JavaScript,Lua,MatLab,Perl,PHP,Python,R,Scala",user defined functions,yes,horizontal partitioning,Source-replica replication,no,,yes,no,yes,yes,,rights management via user accounts
Datastax Enterprise,"DataStax Enterprise (DSE) is the always-on, scalable data platform built on,Apache Cassandra,and designed for hybrid Cloud. DSE integrates graph, search, analytics, administration, developer tooling, and monitoring into a unified platform.",Wide column store,,"Score,7.33,Rank,#56,Overall,#4,Wide column stores",www.datastax.com/products/datastax-enterprise,,DataStax,2011,,commercial,,no,"Datastax Astra DB,: Astra DB simplifies cloud-native Cassandra application development for your apps, microservices and functions. Deploy in minutes on AWS, Google Cloud, Azure, and have it managed for you by the experts, with serverless, pay-as-you-go pricing.",,"Linux,OS X",schema-free,yes,,yes,SQL-like DML and DDL statements (CQL); Spark SQL,"Proprietary protocol,TinkerPop Gremlin","C,C#,C++,Java,JavaScript (Node.js),PHP,Python,Ruby",no,yes,Sharding,"configurable replication factor, datacenter aware, advanced replication for edge computing",yes,,no,no,yes,yes,,Access rights for users can be defined per object
Prometheus,Open-source TimeSeries DBMS and monitoring system,Time Series DBMS,,"Score,7.33,Rank,#57,Overall,#3,Time Series DBMS",prometheus.io,,,2015,,Open Source,Apache 2.0,no,,,"Linux,Windows",yes,Numeric data only,,no,no,RESTful HTTP/JSON API,".Net,C++,Go,Haskell,Java,JavaScript (Node.js),Python,Ruby",no,no,Sharding,yes,no,,no,no,yes,yes,,no
Algolia,"Fully customizable, hosted Search API",Search engine,,"Score,7.14,Rank,#58,Overall,#6,Search engines",www.algolia.com,,,2012,,commercial,,yes,,,,,,,,,,,,,,,,,,,,,,
CockroachDB,"CockroachDB is a distributed database architected for modern cloud applications. It is wire compatible with PostgreSQL and backed by a,Key-Value Store,, which is either,RocksDB,or a purpose-built derivative, called Pebble.",Relational DBMS,,"Score,7.09,Rank,#59,Overall,#33,Relational DBMS",www.cockroachlabs.com,,Cockroach Labs,2015,,Open Source,"Apache 2.0, commercial license available",no,"CockroachDB,: A cloud-native, distributed SQL database designed for speed, scale, and survival. Get started for free today with a,fully-managed CockroachDB cluster,-- leave operations behind and get your app to market faster.",,"Linux,macOS,Windows",dynamic schema,yes,,yes,"yes, wire compatible with PostgreSQL",JDBC,"C#,C++,Clojure,Go,Java,JavaScript (Node.js),PHP,Python,Ruby,Rust",no,no,horizontal partitioning (by key range),Multi-source replication using RAFT,no,,yes,ACID,yes,yes,,Role-based access control
Microsoft Azure Search,Search-as-a-service for web and mobile app development,Search engine,,"Score,6.90,Rank,#60,Overall,#7,Search engines",azure.microsoft.com/en-us/services/search,,Microsoft,2015,,commercial,,yes,,,hosted,yes,yes,,yes,no,RESTful HTTP API,".Net,C#",no,no,Sharding,yes,no,,no,no,yes,yes,,yes
Sphinx,"Open source search engine for searching in data from different sources, e.g. relational databases",Search engine,,"Score,6.68,Rank,#61,Overall,#8,Search engines",sphinxsearch.com,sphinxsearch.com/docs,Sphinx Technologies Inc.,2001,"3.4.1, July 2021",Open Source,"GPL version 2, commercial licence available",no,,,"FreeBSD,Linux,NetBSD,OS X,Solaris,Windows",yes,no,,yes,SQL-like query language (SphinxQL),Proprietary protocol,"C++,Java,Perl,PHP,Python,Ruby",no,no,Sharding,none,no,,no,no,yes,yes,,no
Google Cloud Datastore,Automatically scaling NoSQL Database as a Service (DBaaS) on the Google Cloud Platform,Document store,,"Score,6.62,Rank,#62,Overall,#11,Document stores",cloud.google.com/datastore,cloud.google.com/datastore/docs,Google,2008,,commercial,,yes,,,hosted,schema-free,"yes, details,here",no,yes,SQL-like query language (GQL),"gRPC (using protocol buffers) API,RESTful HTTP/JSON API",".Net,Go,Java,JavaScript (Node.js),PHP,Python,Ruby",using Google App Engine,Callbacks using the Google Apps Engine,Sharding,Multi-source replication using Paxos,yes,Immediate Consistency or Eventual Consistency depending on type of query and configuration,yes,ACID,yes,yes,no,"Access rights for users, groups and roles based on,Google Cloud Identity and Access Management (IAM)"
Graphite,Data logging and graphing tool for time series data,Time Series DBMS,,"Score,6.59,Rank,#63,Overall,#4,Time Series DBMS",github.com/graphite-project/graphite-web,graphite.readthedocs.io,Chris Davis,2006,,Open Source,Apache 2.0,no,,,"Linux,Unix",yes,Numeric data only,no,no,no,"HTTP API,Sockets","JavaScript (Node.js),Python",no,no,none,none,no,none,no,no,yes,yes,,no
SingleStore,"MySQL wire-compliant distributed,RDBMS,that combines an in-memory row-oriented and a disc-based column-oriented storage with patented universal storage to handle transactional and analytical workloads in one single table type",Relational DBMS,,"Score,6.54,Rank,#64,Overall,#34,Relational DBMS",www.singlestore.com,docs.singlestore.com,SingleStore Inc.,2013,"7.6, November 2021",commercial,free developer edition available,no,"SingleStore Managed Service,: The world's fastest, modern cloud database for both operational (OLTP) and analytical (OLAP) workloads. Available instantly with multi-cloud and hybrid-cloud capabilities",,Linux,yes,yes,no,yes,yes,"Cluster Management API,HTTP API,JDBC,ODBC","Bash,C,C#,Java,JavaScript (Node.js),Python",yes,no,Sharding,Source-replica replication,no,Immediate Consistency,no,ACID,"yes, multi-version concurrency control (MVCC)",yes,yes,"Fine grained access control via users, groups and roles"
Aerospike,Flash-optimized In-memory NoSQL Database,"Document store,Key-value store,Spatial DBMS",,"Score,6.54,Rank,#65,Overall,#12,Document stores,#7,Key-value stores,#2,Spatial DBMS",aerospike.com,docs.aerospike.com,Aerospike,2012,"6.0.0.0, April 2022",Open Source,Apache and AGPL Licenses; open sourced in June 2014; commercial Enterprise Edition available,no,,,Linux,schema-free,yes,no,yes,no,"JDBC,Proprietary protocol",".Net,C,C#,C++,Erlang,Go,Java,JavaScript (Node.js),Lua,Perl,PHP,Python,Ruby",user defined functions,no,Sharding,selectable replication factor,yes,Eventual Consistency in cross-datacenter configuration and Immediate Consistency in local cluster configuration,no,Atomic execution of operations,yes,yes,yes,Access rights for users and roles
Microsoft Azure Data Explorer,Fully managed big data interactive analytics platform,Relational DBMS,,"Score,6.51,Rank,#66,Overall,#35,Relational DBMS",azure.microsoft.com/services/data-explorer,docs.microsoft.com/en-us/azure/data-explorer,Microsoft,2019,cloud service with continuous releases,commercial,,yes,,,hosted,Fixed schema with schema-less datatypes (dynamic),yes,yes,all fields are automatically indexed,"Kusto Query Language (KQL), SQL subset","Microsoft SQL Server communication protocol (MS-TDS),RESTful HTTP API",".Net,Go,Java,JavaScript (Node.js),PowerShell,Python,R","Yes, possible languages: KQL, Python, R",yes,Sharding,yes,"Spark connector (open source):,github.com/Azure/azure-kusto-spark","Eventual Consistency,Immediate Consistency",no,no,yes,yes,no,Azure Active Directory Authentication
Ingres,"Well established,RDBMS",Relational DBMS,,"Score,6.45,Rank,#67,Overall,#36,Relational DBMS",www.actian.com/data-management/ingres-sql-rdbms,docs.actian.com/ingres,Actian Corporation,1974,"11.0, April 2017",commercial,,no,,,"AIX,HP Open VMS,HP-UX,Linux,Solaris,Windows",yes,yes,no,yes,yes,".NET Client API,JDBC,ODBC,proprietary protocol (OpenAPI)",,yes,yes,horizontal partitioning,Ingres Replicator,no,Immediate Consistency,yes,ACID,yes,yes,no,fine grained access rights according to SQL-standard
Virtuoso,Virtuoso is a multi-model hybrid-RDBMS that supports management of data represented as relational tables and/or property graphs,"Document store,Graph DBMS,Native XML DBMS,Relational DBMS,RDF store,Search engine",,"Score,6.39,Rank,#68,Overall,#13,Document stores,#3,Graph DBMS,#2,Native XML DBMS,#37,Relational DBMS,#2,RDF stores,#9,Search engines",virtuoso.openlinksw.com,docs.openlinksw.com/virtuoso,OpenLink Software,1998,"7.2.7, May 2022",Open Source,"GPLv2, extended commercial license available",no,,,"AIX,FreeBSD,HP-UX,Linux,OS X,Solaris,Windows",yes,yes,yes,yes,yes,"ADO.NET,GeoSPARQL,HTTP API,JDBC,Jena RDF API,ODBC,OLE DB,RDF4J API,RESTful HTTP API,Sesame REST HTTP Protocol,SOAP webservices,SPARQL 1.1,WebDAV,XPath,XQuery,XSLT",".Net,C,C#,C++,Java,JavaScript,Perl,PHP,Python,Ruby,Visual Basic",yes,yes,yes,"Chain, star, and bi-directional replication,Multi-source replication,Source-replica replication",yes,Immediate Consistency,yes,ACID,yes,yes,yes,"Fine-grained Attribute-Based Access Control (ABAC) in addition to typical coarse-grained Role-Based Access Control (RBAC) according to SQL-standard. Pluggable authentication with supported standards (LDAP, Active Directory, Kerberos)"
Interbase,Light-weight proven RDBMS,Relational DBMS,,"Score,6.27,Rank,#69,Overall,#38,Relational DBMS",www.embarcadero.com/products/interbase,docs.embarcadero.com/products/interbase,Embarcadero,1984,"InterBase 2020, December 2019",commercial,,no,,,"Android,iOS,Linux,OS X,Windows",yes,yes,no,yes,yes,"ADO.NET,JDBC,ODBC",".Net,C,C++,Delphi,Java,Object Pascal,PHP,Ruby",yes,yes,none,Interbase Change Views,no,Immediate Consistency,yes,ACID,yes,yes,yes,fine grained access rights according to SQL-standard
Jackrabbit,,Content store,,"Score,6.20,Rank,#70,Overall,#1,Content stores",jackrabbit.apache.org,,Apache Software Foundation,2006,,Open Source,,no,,,,,,,,,,,,,,,,,,,,,,
Derby,"Full-featured RDBMS with a small footprint, either embedded into a Java application or used as a database server.",Relational DBMS,,"Score,6.07,Rank,#71,Overall,#39,Relational DBMS",db.apache.org/derby,db.apache.org/derby/manuals/index.html,Apache Software Foundation,1997,"10.16.1.1, May 2022",Open Source,Apache version 2,no,,,All OS with a Java VM,yes,yes,yes,yes,yes,JDBC,Java,Java Stored Procedures,yes,none,Source-replica replication,no,Immediate Consistency,yes,ACID,yes,yes,yes,fine grained access rights according to SQL-standard
Ehcache,A widely adopted Java cache with tiered storage options,Key-value store,,"Score,6.03,Rank,#72,Overall,#8,Key-value stores",www.ehcache.org,www.ehcache.org/documentation,"Terracotta Inc, owned by Software AG",2009,"3.10.0, March 2022",Open Source,Apache Version 2; commercial licenses available,no,,,All OS with a Java VM,schema-free,yes,no,no,no,JCache,Java,no,yes,Sharding,yes,no,"Tunable Consistency (Strong, Eventual, Weak)",no,yes,yes,yes,yes,no
SAP SQL Anywhere,"RDBMS database and synchronization technologies for server, desktop, remote office, and mobile environments",Relational DBMS,,"Score,5.80,Rank,#73,Overall,#40,Relational DBMS",www.sap.com/products/sql-anywhere.html,help.sap.com/sql-anywhere,SAP,1992,"17, July 2015",commercial,,no,,,"AIX,HP-UX,Linux,OS X,Solaris,Windows",yes,yes,yes,yes,yes,"ADO.NET,HTTP API,JDBC,ODBC","C,C#,C++,Delphi,Java,JavaScript (Node.js),Perl,PHP,Python,Ruby","yes, in C/C++, Java, .Net or Perl",yes,none,Source-replica replication,no,Immediate Consistency,yes,ACID,yes,yes,yes,fine grained access rights according to SQL-standard
ScyllaDB,Cassandra and DynamoDB compatible wide column store,Wide column store,,"Score,5.76,Rank,#74,Overall,#5,Wide column stores",www.scylladb.com,docs.scylladb.com,ScyllaDB,2015,"ScyllaDB Open Source 5.0, July 2022",Open Source,"Open Source (AGPL), commercial license available",no,"Scylla Cloud,: Create real-time applications that run at global scale with Scylla Cloud, the industry’s most powerful NoSQL DBaaS",,Linux,schema-free,yes,no,yes,SQL-like DML and DDL statements (CQL),"Proprietary protocol (CQL),RESTful HTTP API (DynamoDB compatible),Thrift","For CQL interface: C#, C++, Clojure, Erlang, Go, Haskell, Java, JavaScript, Node.js, Perl, PHP, Python, Ruby, Rust, Scala,For DynamoDB interface: .Net, ColdFusion, Erlang, Groovy, Java, JavaScript, Perl, PHP, Python, Ruby","yes, Lua",no,Sharding,selectable replication factor,no,"Eventual Consistency,Tunable Consistency",no,no,yes,yes,yes,Access rights for users can be defined per object
Microsoft Azure Table Storage,"A,Wide Column Store,for rapid development using massive semi-structured datasets",Wide column store,,"Score,5.73,Rank,#75,Overall,#6,Wide column stores",azure.microsoft.com/en-us/services/storage/tables,,Microsoft,2012,,commercial,,yes,,,hosted,schema-free,yes,no,no,no,RESTful HTTP API,".Net,C#,C++,Java,JavaScript (Node.js),PHP,Python,Ruby",no,no,Sharding,yes,no,Immediate Consistency,no,optimistic locking,yes,yes,no,Access rights based on private key authentication or shared access signatures
Google Cloud Bigtable,"Google's NoSQL Big Data database service. It's the same database that powers many core Google services, including Search, Analytics, Maps, and Gmail.","Key-value store,Wide column store",,"Score,5.44,Rank,#76,Overall,#9,Key-value stores,#7,Wide column stores",cloud.google.com/bigtable,cloud.google.com/bigtable/docs,Google,2015,,commercial,,yes,,,hosted,schema-free,no,no,no,no,"gRPC (using protocol buffers) API,HappyBase (Python library),HBase compatible API (Java)","C#,C++,Go,Java,JavaScript (Node.js),Python",no,no,Sharding,"Internal replication in Colossus, and regional replication between two clusters in different zones",yes,"Immediate consistency (for a single cluster), Eventual consistency (for two or more replicated clusters)",no,Atomic single-row operations,yes,yes,no,"Access rights for users, groups and roles based on,Google Cloud Identity and Access Management (IAM)"
Accumulo,,Wide column store,,"Score,5.39,Rank,#77,Overall,#8,Wide column stores",accumulo.apache.org,,,2008,"2.0.1 (December?24, 2020), 2020",Open Source,,no,,,,,,,,,,,,,,,,,,,,,,
Ignite,"Apache Ignite is a memory-centric distributed database, caching, and processing platform for transactional, analytical, and streaming workloads, delivering in-memory speeds at petabyte scale.","Key-value store,Relational DBMS",,"Score,5.29,Rank,#78,Overall,#10,Key-value stores,#41,Relational DBMS",ignite.apache.org,apacheignite.readme.io/docs,Apache Software Foundation,2015,Apache Ignite 2.6,Open Source,Apache 2.0,no,,,"Linux,OS X,Solaris,Windows",yes,yes,yes,yes,"ANSI-99 for query and DML statements, subset of DDL","HDFS API,Hibernate,JCache,JDBC,ODBC,Proprietary protocol,RESTful HTTP API,Spring Data","C#,C++,Java,PHP,Python,Ruby,Scala",yes (compute grid and cache interceptors can be used instead),yes (cache interceptors and events),Sharding,yes (replicated cache),yes (compute grid and hadoop accelerator),Immediate Consistency,no,ACID,yes,yes,yes,Security Hooks for custom implementations
Riak KV,"Distributed, fault tolerant key-value store",Key-value store,,"Score,5.28,Rank,#79,Overall,#11,Key-value stores",riak.com/products/riak-kv,,Basho Technologies,2009,"2.1.0, April 2015",Open Source,"Apache version 2, commercial enterprise edition",no,,,"Linux,OS X",schema-free,no,no,restricted,no,"HTTP API,Native Erlang Interface","C,C#,C++,Clojure,Dart,Erlang,Go,Groovy,Haskell,Java,JavaScript,Lisp,Perl,PHP,Python,Ruby,Scala,Smalltalk",JavaScript and Erlang,yes,Sharding,selectable replication factor,yes,Eventual Consistency,no,no,yes,yes,,no
Apache Jena - TDB,"A RDF storage and query DBMS, shipped as an optional-use component of the Apache Jena framework",RDF store,,"Score,5.27,Rank,#80,Overall,#3,RDF stores",jena.apache.org/documentation/tdb/index.html,jena.apache.org/documentation/tdb/index.html,Apache Software Foundation,2000,"4.6.1, September 2022",Open Source,"Apache License, Version 2.0",no,,,All OS with a Java VM,yes,yes,,yes,no,"Fuseki,Jena RDF API,RIO",Java,yes,yes,none,none,no,,,ACID,yes,yes,,Access control via Jena Security
Trino,"Fast distributed SQL query engine for big data analytics. Forked from,Presto,and originally named PrestoSQL",Relational DBMS,,"Score,5.21,Rank,#81,Overall,#42,Relational DBMS",trino.io,"trino.io/broadcast,trino.io/docs/current",Trino Software Foundation,2012,,Open Source,Apache Version 2.0,no,"Starburst Galaxy,offers a feature-rich user interface to connect all your data sources, manage your Trino clusters, and query your data.",Java,"Linux,macOS",yes,yes,,depending on connected data-source,yes,"JDBC,RESTful HTTP API,Trino CLI","Go,Java,JavaScript (Node.js),Python,R,Ruby","yes, depending on connected data-source",no,depending on connected data-source,depending on connected data-source,no,,,depending on connected data-source,yes,depending on connected data-source,,SQL standard access control
HyperSQL,"Multithreaded, transactional,RDBMS,written in Java",Relational DBMS,,"Score,5.19,Rank,#82,Overall,#43,Relational DBMS",hsqldb.org,hsqldb.org/web/hsqlDocsFrame.html,,2001,"2.7.1, October 2022",Open Source,based on BSD license,no,,Java,All OS with a Java VM,yes,yes,,yes,yes,"HTTP API,JDBC,ODBC","All languages supporting JDBC/ODBC,Java","Java, SQL",yes,none,none,no,,,ACID,yes,yes,,fine grained access rights according to SQL-standard
Adabas,OLTP - DBMS for mainframes and Linux/Unix/Windows environments,Multivalue DBMS,,"Score,5.14,Rank,#83,Overall,#1,Multivalue DBMS",www.softwareag.com/en_corporate/platform/adabas-natural.html,,Software AG,1971,,commercial,,no,,,"BS2000,Linux,Unix,Windows,z/OS,z/VSE",yes,yes,,yes,yes,"HTTP API,SOAP-based API",Natural,in Natural,no,"yes, with additonal products like Adabas Cluster Services, Adabas Parallel Services, Adabas Vista","yes, with add-on product Event Replicator",no,,,ACID,yes,yes,,"only with OS-specific tools (e.g. IBM RACF, CA Top Secret)"
ArangoDB,"Native multi-model DBMS for graph, document, key/value and search. All in one engine and accessible with one query language.","Document store,Graph DBMS,Key-value store,Search engine",,"Score,5.04,Rank,#84,Overall,#14,Document stores,#4,Graph DBMS,#12,Key-value stores,#10,Search engines",www.arangodb.com,www.arangodb.com/docs/stable,ArangoDB Inc.,2012,"3.9.3, September 2022",Open Source,Apache Version 2; Commercial license (Enterprise) available,no,"ArangoDB Oasis,–The Managed Cloud Service of ArangoDB. Oasis provides fully managed, and monitored cluster deployments of any size, with enterprise-grade security. Get started for free and continue for as little as $0,21/hour.",C++,"Linux,OS X,Windows",schema-free,yes,,yes,no,"AQL,Foxx Framework,Graph API (Gremlin),GraphQL query language,HTTP API,Java & SpringData,JSON style queries,VelocyPack/VelocyStream","C#,C++,Clojure,Elixir,Go,Java,JavaScript (Node.js),PHP,Python,R,Rust",JavaScript,no,Sharding,Source-replica replication with configurable replication factor,no,,,ACID,yes,yes,,yes
"UniData,UniVerse",MultiValue database and application server with SQL mapping layer and meta database capabilities,Multivalue DBMS,,"Score,4.65,Rank,#85,Overall,#2,Multivalue DBMS",www.rocketsoftware.com/products/rocket-u2,www.rocketsoftware.com/products/rocket-u2/documentation,Rocket Software,1985,,commercial,,no,,C,"AIX,HP-UX,Linux,Solaris,Windows",schema-free,optional,,yes,yes,"Java API,JDBC,ODBC,OLE DB,Proprietary protocol,RESTful HTTP API,SOAP-based API",".Net,Basic,C,Java",yes,yes,none,Source-replica replication,no,,,ACID,yes,yes,,Access rights according to SQL-standard and operating system based
