Name,Description,Primary database model,Secondary database models,DB-Engines Ranking Trend Chart,Website,Technical documentation,Developer,Initial release,Current release,License,License_info,Cloud-based only,DBaaS offerings (sponsored links),Implementation language,Server operating systems,Data scheme,Typing,XML support,Secondary indexes,SQL,APIs and other access methods,Supported programming languages,Server-side scripts,Triggers,Partitioning methods,Replication methods,MapReduce,Consistency concepts,Foreign keys,Transaction concepts,Concurrency,Durability,In-memory capabilities,User concepts
Microsoft Azure Data Explorer,Fully managed big data interactive analytics platform,Relational DBMS,"Document store,Event Store,Spatial DBMS,Search engine,Time Series DBMS","Score,3.42,Rank,#81,Overall,#44,Relational DBMS",azure.microsoft.com/services/data-explorer,docs.microsoft.com/en-us/azure/data-explorer,Microsoft,2019.0,cloud service with continuous releases,commercial,,yes,,,hosted,Fixed schema with schema-less datatypes (dynamic),yes,yes,all fields are automatically indexed,"Kusto Query Language (KQL), SQL subset","Microsoft SQL Server communication protocol (MS-TDS),RESTful HTTP API",".Net,Go,Java,JavaScript (Node.js),PowerShell,Python,R","Yes, possible languages: KQL, Python, R",yes,Sharding,yes,"Spark connector (open source):,github.com/Azure/azure-kusto-spark","Eventual Consistency,Immediate Consistency",no,no,yes,yes,no,Azure Active Directory Authentication
SAP SQL Anywhere,"RDBMS database and synchronization technologies for server, desktop, remote office, and mobile environments",Relational DBMS,,"Score,3.41,Rank,#82,Overall,#45,Relational DBMS",www.sap.com/products/technology-platform/sql-anywhere.html,help.sap.com/docs/SAP_SQL_Anywhere,SAP,1992.0,"17, July 2015",commercial,,no,,,"AIX,HP-UX,Linux,OS X,Solaris,Windows",yes,yes,yes,yes,yes,"ADO.NET,HTTP API,JDBC,ODBC","C,C#,C++,Delphi,Java,JavaScript (Node.js),Perl,PHP,Python,Ruby","yes, in C/C++, Java, .Net or Perl",yes,none,Source-replica replication,no,Immediate Consistency,yes,ACID,yes,yes,yes,fine grained access rights according to SQL-standard
ArangoDB,"Native multi-model DBMS for graph, document, key/value and search. All in one engine and accessible with one query language.","Document store,Graph DBMS,Key-value store,Search engine",,"Score,3.40,Rank,#83,Overall,#14,Document stores,#5,Graph DBMS,#10,Key-value stores,#10,Search engines",arangodb.com,docs.arangodb.com,ArangoDB Inc.,2012.0,"3.11.5, November 2023",Open Source,Apache Version 2; Commercial license (Enterprise) available,no,"ArangoDB Cloud,–The Managed Cloud Service of ArangoDB. Provides fully managed, and monitored cluster deployments of any size, with enterprise-grade security. Get started for free and continue for as little as $0,21/hour.",C++,"Linux,OS X,Windows",schema-free,yes,,yes,no,"AQL,Foxx Framework,Graph API (Gremlin),GraphQL query language,HTTP API,Java & SpringData,JSON style queries,VelocyPack/VelocyStream","C#,C++,Clojure,Elixir,Go,Java,JavaScript (Node.js),PHP,Python,R,Rust",JavaScript,no,Sharding,Source-replica replication with configurable replication factor,no,"Eventual Consistency,Immediate Consistency,OneShard (highly available, fault-tolerant deployment mode with ACID semantics)",yes,ACID,yes,yes,,yes
Milvus,A DBMS designed for efficient storage of vector data and vector similarity searches,Vector DBMS,,"Score,3.38,Rank,#84,Overall,#3,Vector DBMS",milvus.io,milvus.io/docs/overview.md,,2019.0,"2.4.4, May 2024",Open Source,Apache Version 2.0,no,"Zilliz Cloud,– Cloud-native service for Milvus","C++, Go","Linux,macOS,Windows",,"Vector, Numeric and String",no,no,no,RESTful HTTP API,"C++,Go,Java,JavaScript (Node.js),Python",no,no,Sharding,,no,"Bounded Staleness,Eventual Consistency,Immediate Consistency,Session Consistency,Tunable Consistency",no,no,yes,yes,yes,Role based access control and fine grained access rights
Apache Accumulo,,Wide column store,,"Score,3.32,Rank,#85,Overall,#7,Wide column stores",accumulo.apache.org,,,2008.0,"2.1.0 (November 1, 2022), 2022",Open Source,,no,,Java,,,,,,,,,,,,,,,,,,,,
HyperSQL,"Multithreaded, transactional,RDBMS,written in Java",Relational DBMS,,"Score,3.21,Rank,#86,Overall,#46,Relational DBMS",hsqldb.org,hsqldb.org/web/hsqlDocsFrame.html,,2001.0,"2.7.2, June 2023",Open Source,based on BSD license,no,,Java,All OS with a Java VM,yes,yes,no,yes,yes,"HTTP API,JDBC,ODBC","All languages supporting JDBC/ODBC,Java","Java, SQL",yes,none,none,no,Immediate Consistency,yes,ACID,yes,yes,yes,fine grained access rights according to SQL-standard
Pinecone,"A managed, cloud-native vector database",Vector DBMS,,"Score,3.14,Rank,#87,Overall,#4,Vector DBMS",www.pinecone.io,docs.pinecone.io/docs/overview,"Pinecone Systems, Inc",2019.0,,commercial,,yes,,,hosted,,"String, Number, Boolean",no,,no,RESTful HTTP API,Python,,,,,no,,,,yes,yes,no,
InterSystems IRIS,"A containerised multi-model DBMS, interoperability and analytics data platform with wide capabilities for vertical and horizontal scalability","Document store,Key-value store,Object oriented DBMS,Relational DBMS",,"Score,3.09,Rank,#88,Overall,#15,Document stores,#11,Key-value stores,#1,Object oriented DBMS,#47,Relational DBMS",www.intersystems.com/products/intersystems-iris,docs.intersystems.com/irislatest/csp/docbook/DocBook.UI.Page.cls,InterSystems,2018.0,"2023.3, June 2023",commercial,,no,,,"AIX,Linux,macOS,Ubuntu,Windows",depending on used data model,yes,yes,yes,yes,"JDBC,ODBC,RESTful HTTP API",".Net,C++,Java,JavaScript (Node.js),Python",yes,yes,Sharding,Source-replica replication,no,Immediate Consistency,yes,ACID,yes,yes,yes,yes
OrientDB,"Multi-model DBMS (Document, Graph, Key/Value)","Document store,Graph DBMS,Key-value store",,"Score,3.08,Rank,#89,Overall,#16,Document stores,#6,Graph DBMS,#12,Key-value stores",orientdb.org,www.orientdb.com/docs/last/index.html,OrientDB LTD; CallidusCloud; SAP,2010.0,"3.2.29, March 2024",Open Source,Apache version 2,no,,Java,All OS with a Java JDK (>= JDK 6),schema-free,yes,no,yes,"SQL-like query language, no joins","Tinkerpop technology stack with Blueprints, Gremlin, Pipes,Java API,RESTful HTTP/JSON API",".Net,C,C#,C++,Clojure,Java,JavaScript,JavaScript (Node.js),PHP,Python,Ruby,Scala","Java, Javascript",Hooks,Sharding,Multi-source replication,no,,yes,ACID,yes,yes,,Access rights for users and roles; record level security configurable
Memgraph,An open source graph database built for real-time streaming and compatible with Neo4j,Graph DBMS,,"Score,3.02,Rank,#90,Overall,#7,Graph DBMS",memgraph.com,memgraph.com/docs,Memgraph Ltd,2017.0,,Open Source,BSL 1.1; commercial license for enterprise edition available,no,,C and C++,Linux,schema-free and schema-optional,yes,no,,no,"Bolt protocol,Cypher query language",".Net,C,C++,Elixir,Go,Haskell,Java,JavaScript,PHP,Python,Ruby,Scala",,,Sharding,Multi-source replication using RAFT,no,Immediate Consistency,yes,ACID,"yes, multi-version concurrency control (MVCC)",yes,yes,"Users, roles and permissions"
Apache Ignite,"Apache Ignite is a memory-centric distributed database, caching, and processing platform for transactional, analytical, and streaming workloads, delivering in-memory speeds at petabyte scale.","Key-value store,Relational DBMS",,"Score,3.01,Rank,#91,Overall,#13,Key-value stores,#48,Relational DBMS",ignite.apache.org,apacheignite.readme.io/docs,Apache Software Foundation,2015.0,"2.16.0, December 2023",Open Source,Apache 2.0,no,,"C++, Java, .Net","Linux,OS X,Solaris,Windows",yes,yes,yes,yes,"ANSI-99 for query and DML statements, subset of DDL","HDFS API,Hibernate,JCache,JDBC,ODBC,Proprietary protocol,RESTful HTTP API,Spring Data","C#,C++,Java,PHP,Python,Ruby,Scala",yes (compute grid and cache interceptors can be used instead),yes (cache interceptors and events),Sharding,yes (replicated cache),yes (compute grid and hadoop accelerator),Immediate Consistency,no,ACID,yes,yes,yes,Security Hooks for custom implementations
RocksDB,Embeddable persistent key-value store optimized for fast storage (flash and RAM),Key-value store,,"Score,3.00,Rank,#92,Overall,#14,Key-value stores",rocksdb.org,github.com/facebook/rocksdb/wiki,"Facebook, Inc.",2013.0,"9.4.0, June 2024",Open Source,BSD,no,,C++,Linux,schema-free,no,no,no,no,"C++ API,Java API","C,C++,Go,Java,Perl,Python,Ruby",no,,horizontal partitioning,yes,no,,no,yes,yes,yes,yes,no
Apache Jena - TDB,"A RDF storage and query DBMS, shipped as an optional-use component of the Apache Jena framework",RDF store,,"Score,2.99,Rank,#93,Overall,#3,RDF stores",jena.apache.org/documentation/tdb/index.html,jena.apache.org/documentation/tdb/index.html,Apache Software Foundation,2000.0,"4.9.0, July 2023",Open Source,"Apache License, Version 2.0",no,,Java,All OS with a Java VM,yes,yes,,yes,no,"Fuseki,Jena RDF API,RIO",Java,yes,yes,none,none,no,,,ACID,yes,yes,,Access control via Jena Security
Oracle NoSQL,"A multi-model, scalable, distributed NoSQL database, designed to provide highly reliable, flexible, and available data management across a configurable set of storage nodes","Document store,Key-value store,Relational DBMS",,"Score,2.97,Rank,#94,Overall,#17,Document stores,#15,Key-value stores,#49,Relational DBMS",www.oracle.com/database/nosql/technologies/nosql,docs.oracle.com/en/database/other-databases/nosql-database/index.html,Oracle,2011.0,"24.1, May 2024",Open Source,"Proprietary for Enterprise Edition (Oracle Database EE license has Oracle NoSQL database EE covered:,details,)",no,,Java,"Linux,Solaris SPARC/x86",Support Fixed schema and Schema-less deployment with the ability to interoperate between them.,optional,no,yes,SQL-like DML and DDL statements,RESTful HTTP API,"C,C#,Go,Java,JavaScript (Node.js),Python",no,no,Sharding,Electable source-replica replication per shard. Support distributed global deployment with Multi-region table feature,with Hadoop integration,"Eventual Consistency,Immediate Consistency",no,configurable,yes,yes,yes,Access rights for users and roles
Apache Druid,Open-source analytics data store designed for sub-second OLAP queries on high dimensionality and high cardinality data,"Relational DBMS,Time Series DBMS",,"Score,2.95,Rank,#95,Overall,#50,Relational DBMS,#6,Time Series DBMS",druid.apache.org,druid.apache.org/docs/latest/design,Apache Software Foundation and contributors,2012.0,"30.0.0, June 2024",Open Source,Apache license v2,no,,Java,"Linux,OS X,Unix",yes,yes,no,yes,SQL for querying,"JDBC,RESTful HTTP/JSON API","Clojure,JavaScript,PHP,Python,R,Ruby,Scala",no,no,Sharding,"yes, via HDFS, S3 or other storage engines",no,Immediate Consistency,no,no,yes,yes,no,RBAC using LDAP or Druid internals for users and groups for read/write by datasource and system
Google Cloud Bigtable,"Google's NoSQL Big Data database service. It's the same database that powers many core Google services, including Search, Analytics, Maps, and Gmail.","Key-value store,Wide column store",,"Score,2.89,Rank,#96,Overall,#16,Key-value stores,#8,Wide column stores",cloud.google.com/bigtable,cloud.google.com/bigtable/docs,Google,2015.0,,commercial,,yes,,,hosted,schema-free,no,no,no,no,"gRPC (using protocol buffers) API,HappyBase (Python library),HBase compatible API (Java)","C#,C++,Go,Java,JavaScript (Node.js),Python",no,no,Sharding,"Internal replication in Colossus, and regional replication between two clusters in different zones",yes,"Immediate consistency (for a single cluster), Eventual consistency (for two or more replicated clusters)",no,Atomic single-row operations,yes,yes,no,"Access rights for users, groups and roles based on,Google Cloud Identity and Access Management (IAM)"
QuestDB,"A high performance open source SQL database for,time series data",Time Series DBMS,Relational DBMS,"Score,2.87,Rank,#97,Overall,#7,Time Series DBMS",questdb.io,questdb.io/docs,QuestDB Technology Inc,2014.0,,Open Source,Apache 2.0,no,,"Java (Zero-GC), C++, Rust","Linux,macOS,Windows",yes,yes,no,no,SQL with time-series extensions,"HTTP REST,InfluxDB Line Protocol (TCP/UDP),JDBC,PostgreSQL wire protocol","C,C++,Go,Java,JavaScript (Node.js),Python,Rust",no,no,horizontal partitioning (by timestamps),Source-replica replication with eventual consistency,no,Immediate Consistency,no,ACID for single-table writes,yes,yes,yes,
GraphDB,"Enterprise-ready RDF and graph database with efficient reasoning, cluster and external index synchronization support. It supports also SQL JDBC access to Knowledge Graph and GraphQL over SPARQL.","Graph DBMS,RDF store",,"Score,2.78,Rank,#98,Overall,#8,Graph DBMS,#4,RDF stores",www.ontotext.com,graphdb.ontotext.com/documentation,Ontotext,2000.0,"10.4, October 2023",commercial,Some plugins of GraphDB Workbench are open sourced,no,,Java,"All OS with a Java VM,Linux,OS X,Windows",schema-free and OWL/RDFS-schema support; RDF shapes,yes,no,"yes, supports real-time synchronization and indexing in SOLR/Elastic search/Lucene and GeoSPARQL geometry data indexes",stored SPARQL accessed as SQL using Apache Calcite through JDBC/ODBC,"GeoSPARQL,GraphQL,GraphQL Federation,Java API,JDBC,RDF4J API,RDFS,RIO,Sail API,Sesame REST HTTP Protocol,SPARQL 1.1",".Net,C#,Clojure,Java,JavaScript (Node.js),PHP,Python,Ruby,Scala",well-defined plugin interfaces; JavaScript server-side extensibility,no,none,Multi-source replication,no,"Immediate Consistency, Eventual consistency (configurable in cluster mode per master or individual client request)",yes,ACID,yes,yes,,"Default Basic authentication through RDF4J client, or via Java when run with cURL, default token-based in the Workbench or via Rest API, optional access through OpenID or Kerberos single sign-on."
DolphinDB,"DolphinDB is a high performance,Time Series DBMS,. It is integrated with an easy-to-use fully featured programming language and a high-volume high-velocity streaming analytics system. It offers operational simplicity, scalability, fault tolerance, and concurrency.","Time Series DBMS,Vector DBMS",Relational DBMS,"Score,2.77,Rank,#99,Overall,#8,Time Series DBMS,#5,Vector DBMS",www.dolphindb.com,docs.dolphindb.cn/en/help200/index.html,"DolphinDB, Inc",2018.0,"v2.00.4, January 2022",commercial,free community version available,no,,C++,"Linux,Windows",yes,yes,no,yes,SQL-like query language,"JDBC,JSON over HTTP,Kafka,MQTT (Message Queue Telemetry Transport),ODBC,OPC DA,OPC UA,RabbitMQ,WebSocket","C#,C++,Go,Java,JavaScript,MatLab,Python,R,Rust",yes,no,horizontal partitioning,yes,yes,Immediate Consistency,no,yes,yes,yes,yes,"Administrators, Users, Groups"
RavenDB,Open Source Operational and Transactional Enterprise NoSQL Document Database,Document store,"Graph DBMS,Spatial DBMS,Time Series DBMS","Score,2.75,Rank,#100,Overall,#18,Document stores",ravendb.net,ravendb.net/docs,Hibernating Rhinos,2010.0,"5.4, July 2022",Open Source,"AGPL version 3, commercial license available",no,,C#,"Linux,macOS,Raspberry Pi,Windows",schema-free,no,,yes,SQL-like query language (RQL),".NET Client API,F# Client API,Go Client API,Java Client API,NodeJS Client API,PHP Client API,Python Client API,RESTful HTTP API",".Net,C#,F#,Go,Java,JavaScript (Node.js),PHP,Python,Ruby",yes,yes,Sharding,Multi-source replication,yes,Default ACID transactions on the local node (eventually consistent across the cluster). Atomic operations with cluster-wide ACID transactions. Eventual consistency for indexes and full-text search indexes.,no,"ACID, Cluster-wide transaction available",yes,yes,,Authorization levels configured per client per database
Google Cloud Spanner,"A horizontally scalable, globally consistent, relational database service. It is the externalization of the core Google database that runs the biggest aspects of Google, like Ads and Google Play.",Relational DBMS,,"Score,2.74,Rank,#101,Overall,#51,Relational DBMS",cloud.google.com/spanner,cloud.google.com/spanner/docs,Google,2017.0,,commercial,,yes,,,hosted,yes,yes,no,yes,yes,"gRPC (using protocol buffers) API,JDBC,RESTful HTTP API","Go,Java,JavaScript (Node.js),Python",no,no,Sharding,Multi-source replication with 3 replicas for regional instances.,yes,Immediate Consistency,yes,ACID,yes,yes,no,"Access rights for users, groups and roles based on,Google Cloud Identity and Access Management (IAM)"
GemFire,"An enterprise grade, high speed in-memory data and compute grid for high-performance, low latency applications where data must be consistent across multiple data centers",Key-value store,Document store,"Score,2.73,Rank,#102,Overall,#17,Key-value stores",network.tanzu.vmware.com/products/pivotal-gemfire,docs.vmware.com/en/VMware-GemFire/index.html,VMware,2004.0,"9.15, June 2022",commercial,,no,,Java,"All OS with a Java VM,Linux,Windows",schema-free,yes,no,yes,"Supports Object Query Language, a SQL-like query language for object-oriented data models","Memcached protocol,Redis API,RESTful HTTP API",".Net,C++,Java,JavaScript (Node.js)",yes,yes,Sharding,"yes, with automatic redundancy recovery",,Immediate Consistency,no,yes,yes,yes,yes,Role-based access control
IBM Cloudant,"Database as a Service offering based on,Apache CouchDB",Document store,,"Score,2.73,Rank,#103,Overall,#19,Document stores",www.ibm.com/products/cloudant,cloud.ibm.com/docs/Cloudant,"IBM, Apache Software Foundation",2010.0,,commercial,,yes,,Erlang,hosted,schema-free,no,no,yes,no,RESTful HTTP/JSON API,"C#,Java,JavaScript,Objective-C,PHP,Ruby",View functions (Map-Reduce) in JavaScript,yes,Sharding,"Multi-source replication,Source-replica replication",yes,Eventual Consistency,no,no,yes,yes,no,Access rights for users can be defined per database
RethinkDB,DBMS for the Web with a mechanism to push updated query results to applications in realtime.,Document store,Spatial DBMS,"Score,2.65,Rank,#104,Overall,#20,Document stores",rethinkdb.com,rethinkdb.com/docs,The Linux Foundation,2009.0,"2.4.1, August 2020",Open Source,Apache Version 2,no,,C++,"Linux,OS X,Windows",schema-free,yes,no,yes,no,,"C,C#,C++,Clojure,Dart,Erlang,Go,Haskell,Java,JavaScript (Node.js),Lisp,Lua,Objective-C,Perl,PHP,Python,Ruby,Scala",,Client-side triggers through changefeeds,Sharding,Source-replica replication,yes,Immediate Consistency,no,Atomic single-document operations,yes,yes,no,yes
SAP IQ,Columnar RDBMS optimized for Big Data analytics,Relational DBMS,,"Score,2.58,Rank,#105,Overall,#52,Relational DBMS",www.sap.com/products/technology-platform/sybase-iq-big-data-management.html,help.sap.com/docs/SAP_IQ,"SAP, formerly Sybase",1994.0,"16.1 SPS04, April 2019",commercial,,no,,,"AIX,HP-UX,Linux,Solaris,Windows",yes,yes,no,yes,yes,"ADO.NET,JDBC,ODBC,RESTful HTTP API","C,C#,C++,Java,Perl,PHP,Python,Ruby",yes,yes,shared disk or shared nothing architectures with SAP IQ Multiplexer,SAP/Sybase Replication Server,Hadoop integration,Immediate Consistency,yes,ACID,yes,yes,no,fine grained access rights according to SQL-standard
Adabas,OLTP - DBMS for mainframes and Linux/Unix/Windows environments,Multivalue DBMS,,"Score,2.58,Rank,#106,Overall,#1,Multivalue DBMS",www.softwareag.com/en_corporate/platform/adabas-natural.html,,Software AG,1971.0,,commercial,,no,,,"BS2000,Linux,Unix,Windows,z/OS,z/VSE",yes,yes,no,yes,yes,"HTTP API,SOAP-based API",Natural,in Natural,no,"yes, with additonal products like Adabas Cluster Services, Adabas Parallel Services, Adabas Vista","yes, with add-on product Event Replicator",no,Immediate Consistency,no,ACID,yes,yes,no,"only with OS-specific tools (e.g. IBM RACF, CA Top Secret)"
TDengine,Time Series DBMS and big data platform,Time Series DBMS,Relational DBMS,"Score,2.51,Rank,#107,Overall,#9,Time Series DBMS","github.com/taosdata/TDengine,tdengine.com",docs.tdengine.com,"TDEngine, previously Taos Data",2019.0,"3.0, August 2022",Open Source,"AGPL V3, also commercial editions available",no,,C,"Linux,Windows",yes,yes,no,no,Standard SQL with extensions for time-series applications,"JDBC,RESTful HTTP API","C,C#,C++,Go,Java,JavaScript (Node.js),PHP,Python,Rust",no,"yes, via alarm monitoring",Sharding,yes,,,no,,yes,yes,,yes
Infinispan,,Key-value store,,"Score,2.47,Rank,#108,Overall,#18,Key-value stores",infinispan.org,infinispan.org/documentation,,2009.0,"14.0.7.Final, March 2023",Open Source,Apache Version 2,no,,Java,,,,,,,,,,,,,,,,,,,,
YugabyteDB,"High-performance distributed SQL database for global, internet-scale applications. Wire and feature compatible with,PostgreSQL,.",Relational DBMS,"Document store,Wide column store","Score,2.43,Rank,#109,Overall,#53,Relational DBMS",www.yugabyte.com,"docs.yugabyte.com,github.com/yugabyte/yugabyte-db",Yugabyte Inc.,2017.0,"2.19, September 2023",Open Source,Apache 2.0,no,"YugabyteDB Managed,is the fully managed database-as-a-service offering of YugabyteDB. Get started quickly, and effortlessly ensure continuous availability and limitless scale of your cloud native applications.",C and C++,"Linux,OS X",depending on used data model,yes,no,yes,"yes, PostgreSQL compatible","JDBC,YCQL, an SQL-based flexible-schema API with its roots in Cassandra Query Language,YSQL - a fully relational SQL API that is wire compatible with the SQL language in PostgreSQL","C,C#,C++,Go,Java,JavaScript (Node.js),PHP,Python,Ruby,Rust,Scala",yes,yes,"Hash and Range Sharding, row-level geo-partitioning","Based on Raft distributed consensus protocol, minimum 3 replicas for continuous availability",no,Strong consistency on writes and tunable consistency on reads,yes,Distributed ACID with Serializable & Snapshot Isolation. Inspired by Google Spanner architecture.,yes,yes,no,yes
"UniData,UniVerse",MultiValue database and application server with SQL mapping layer and meta database capabilities,Multivalue DBMS,,"Score,2.25,Rank,#110,Overall,#2,Multivalue DBMS",www.rocketsoftware.com/products/rocket-multivalue-application-development-platform/rocket-unidata,docs.rocketsoftware.com/bundle?cluster=true&labelkey=unidata&labelkey=prod_unidata,Rocket Software,1985.0,,commercial,,no,,C,"AIX,HP-UX,Linux,Solaris,Windows",schema-free,optional,,yes,yes,"Java API,JDBC,ODBC,OLE DB,Proprietary protocol,RESTful HTTP API,SOAP-based API",".Net,Basic,C,Java",yes,yes,none,Source-replica replication,no,,no,ACID,yes,yes,,Access rights according to SQL-standard and operating system based
PouchDB,"JavaScript DBMS with an API inspired by,CouchDB",Document store,,"Score,2.25,Rank,#111,Overall,#21,Document stores",pouchdb.com,pouchdb.com/guides,Apache Software Foundation,2012.0,"7.1.1, June 2019",Open Source,,no,,JavaScript,"server-less, requires a JavaScript environment (browser, Node.js)",schema-free,no,no,yes,no,"HTTP REST,JavaScript API",JavaScript,View functions in JavaScript,yes,Sharding,"Multi-source replication,Source-replica replication",yes,Eventual Consistency,no,no,,yes,yes,no
4D,Application development environment with integrated database management system,Relational DBMS,,"Score,2.25,Rank,#112,Overall,#54,Relational DBMS",www.4d.com,developer.4d.com,"4D, Inc",1984.0,"v20, April 2023",commercial,,no,,,"OS X,Windows",yes,yes,yes,yes,yes,"ODBC,RESTful HTTP API,SOAP webservices","4D proprietary IDE,PHP",yes,yes,none,Multi-source replication,no,Immediate Consistency,yes,ACID,yes,yes,no,Users and groups
LevelDB,"Embeddable fast,key-value storage,library that provides an ordered mapping from string keys to string values",Key-value store,,"Score,2.22,Rank,#113,Overall,#19,Key-value stores",github.com/google/leveldb,github.com/google/leveldb/blob/main/doc/index.md,Google,2011.0,"1.23, February 2021",Open Source,BSD,no,,C++,"Illumos,Linux,OS X,Windows",schema-free,no,no,no,no,,"C++,Go,Java,JavaScript (Node.js),Python",no,no,none,none,no,Immediate Consistency,no,no,yes,yes,,no
Amazon Neptune,"Fast, reliable graph database built for the cloud","Graph DBMS,RDF store",,"Score,2.22,Rank,#114,Overall,#9,Graph DBMS,#5,RDF stores",aws.amazon.com/neptune,aws.amazon.com/neptune/developer-resources,Amazon,2017.0,,commercial,,yes,,,hosted,schema-free,yes,no,no,no,"OpenCypher,RDF 1.1 / SPARQL 1.1,TinkerPop Gremlin","C#,Go,Java,JavaScript,PHP,Python,Ruby,Scala",no,no,none,"Multi-availability zones high availability, asynchronous replication for up to 15 read replicas within a single region. Global database clusters consists of a primary write DB cluster in one region, and up to five secondary read DB clusters in different regions. Each secondary region can have up to 16 reader instances.",no,Immediate Consistency,yes,ACID,yes,yes,,Access rights for users and roles can be defined via the AWS Identity and Access Management (IAM)
Citus,Scalable hybrid operational and analytics RDBMS for big data use cases based on PostgreSQL,Relational DBMS,Document store,"Score,2.19,Rank,#115,Overall,#55,Relational DBMS",www.citusdata.com,docs.citusdata.com,,2010.0,"8.1, December 2018",Open Source,"AGPL, commercial license also available",no,,C,Linux,yes,yes,yes,yes,yes,"ADO.NET,JDBC,native C library,ODBC,streaming API for large objects",".Net,C,C++,Delphi,Java,JavaScript (Node.js),Perl,PHP,Python,Tcl",user defined functions,yes,Sharding,Source-replica replication,no,Immediate Consistency,yes,ACID,yes,yes,no,fine grained access rights according to SQL-standard
MaxDB,"A robust and reliable,RDBMS,optimized to run all major SAP solutions",Relational DBMS,,"Score,2.16,Rank,#116,Overall,#56,Relational DBMS",maxdb.sap.com,maxdb.sap.com/documentation,"SAP, acquired from Software AG (Adabas-D) in 1997",1984.0,"7.9.10.12, February 2024",commercial,Limited community edition free,no,,C++,"AIX,HP-UX,Linux,Solaris,Windows",yes,yes,no,yes,yes,"ADO.NET,JDBC,ODBC,WebDAV",".Net,C#,Java,Perl,PHP,Python",yes,yes,none,Source-replica replication,no,Immediate Consistency,yes,ACID,yes,yes,no,fine grained access rights according to SQL-standard
Percona Server for MySQL,"Enhanced drop-in replacement for,MySQL,based on XtraDB or TokuDB storage engines with improved performance and additional diagnostic and management features.",Relational DBMS,,"Score,2.07,Rank,#117,Overall,#57,Relational DBMS",www.percona.com/software/mysql-database/percona-server,www.percona.com/downloads/Percona-Server-LATEST,Percona,2008.0,"8.0.36-28, 2024",Open Source,GPL version 2,no,,C and C++,Linux,yes,yes,yes,yes,yes,"ADO.NET,JDBC,ODBC","Ada,C,C#,C++,D,Eiffel,Erlang,Haskell,Java,Objective-C,OCaml,Perl,PHP,Python,Ruby,Scheme,Tcl",yes,yes,,"Multi-source replication,Source-replica replication,XtraDB Cluster",no,Immediate Consistency,yes,ACID,yes,yes,yes,Users with fine-grained authorization concept
Coveo,"AI-powered hosted search, recommendation and personalization platform providing tools for both low-code and full-code development",Search engine,,"Score,2.05,Rank,#118,Overall,#11,Search engines",www.coveo.com,docs.coveo.com,Coveo,2012.0,,commercial,,yes,,,hosted,"hybrid - fields need to be configured prior to indexing, but relationships can be exploited at query time without pre-configuration",yes,no,yes,no,RESTful HTTP API,"C#,Java,JavaScript,Python",no,yes,yes,yes,no,Immediate Consistency,yes,yes,yes,yes,,"granular access controls, API key management, content filters"
Stardog,"Enterprise Knowledge Graph platform and graph DBMS with high availability, high performance reasoning, and virtualization","Graph DBMS,RDF store",,"Score,1.99,Rank,#119,Overall,#10,Graph DBMS,#6,RDF stores",www.stardog.com,docs.stardog.com,Stardog-Union,2010.0,"7.3.0, May 2020",commercial,60-day fully-featured trial license; 1-year fully-featured non-commercial use license for academics/students,no,,Java,"Linux,macOS,Windows",schema-free and OWL/RDFS-schema support,yes,no,yes,"Yes, compatible with all major SQL variants through dedicated BI/SQL Server","GraphQL query language,HTTP API,Jena RDF API,OWL,RDF4J API,Sesame REST HTTP Protocol,SNARL,SPARQL,Spring Data,Stardog Studio,TinkerPop 3",".Net,Clojure,Groovy,Java,JavaScript,Python,Ruby","user defined functions and aggregates, HTTP Server extensions in Java",yes,none,Multi-source replication in HA-Cluster,no,Immediate Consistency in HA-Cluster,yes,ACID,yes,yes,yes,Access rights for users and roles
GridDB,Scalable in-memory time series database optimized for IoT and Big Data,Time Series DBMS,"Key-value store,Relational DBMS","Score,1.98,Rank,#120,Overall,#10,Time Series DBMS",griddb.net,docs.griddb.net,Toshiba Corporation,2013.0,"5.1, August 2022",Open Source,"AGPL version 3 and Apache License, version 2.0 , commercial license (standard and advanced editions) also available",no,,C++,Linux,yes,yes,no,yes,"SQL92, SQL-like TQL (Toshiba Query Language)","JDBC,ODBC,Proprietary protocol,RESTful HTTP/JSON API","C,C++,Go,Java,JavaScript (Node.js),Perl,PHP,Python,Ruby",no,yes,Sharding,Source-replica replication,Connector for using GridDB as an input source and output destination for Hadoop MapReduce jobs,"Immediate consistency within container, eventual consistency across containers",no,ACID at container level,yes,yes,yes,Access rights for users can be defined per database
NebulaGraph,"A distributed, linear scalable, high perfomant,Graph DBMS",Graph DBMS,,"Score,1.97,Rank,#121,Overall,#11,Graph DBMS","github.com/vesoft-inc/nebula,www.nebula-graph.io",docs.nebula-graph.io,Vesoft Inc.,2019.0,,Open Source,Apache Version 2.0 + Common Clause 1.0,no,,C++,Linux,Strong typed schema,yes,no,yes,SQL-like query language,"Browser interface,console (shell),Cypher Query Language,GO Object Graph Mapper,Java Object Graph Mapper,NGBatis,Proprietary native API,Python Object Graph Mapper,Query language nGQL",".Net,C++,Go,Java,PHP,Python",user defined functions,,Sharding,Causal Clustering using Raft protocol,no,Immediate Consistency,yes,ACID,yes,yes,yes,Role-based access control
