Name,Description,Primary database model,Secondary database models,DB-Engines Ranking Trend Chart,Website,Technical documentation,Developer,Initial release,Current release,License,License_info,Cloud-based only,DBaaS offerings (sponsored links),Implementation language,Server operating systems,Data scheme,Typing,XML support,Secondary indexes,SQL,APIs and other access methods,Supported programming languages,Server-side scripts,Triggers,Partitioning methods,Replication methods,MapReduce,Consistency concepts,Foreign keys,Transaction concepts,Concurrency,Durability,In-memory capabilities,User concepts
Microsoft Azure Data Explorer,Fully managed big data interactive analytics platform,Relational DBMS,"Document store,Event Store,Spatial DBMS,Search engine,Time Series DBMS","Score,6.50,Rank,#68,Overall,#37,Relational DBMS",azure.microsoft.com/services/data-explorer,docs.microsoft.com/en-us/azure/data-explorer,Microsoft,2019.0,cloud service with continuous releases,commercial,,yes,,,hosted,Fixed schema with schema-less datatypes (dynamic),yes,yes,all fields are automatically indexed,"Kusto Query Language (KQL), SQL subset","Microsoft SQL Server communication protocol (MS-TDS),RESTful HTTP API",".Net,Go,Java,JavaScript (Node.js),PowerShell,Python,R","Yes, possible languages: KQL, Python, R",yes,Sharding,yes,"Spark connector (open source):,github.com/Azure/azure-kusto-spark","Eventual Consistency,Immediate Consistency",no,no,yes,yes,no,Azure Active Directory Authentication
Trino,"Fast distributed SQL query engine for big data analytics. Forked from,Presto,and originally named PrestoSQL",Relational DBMS,"Document store,Key-value store,Spatial DBMS,Search engine,Time Series DBMS,Wide column store","Score,6.43,Rank,#69,Overall,#38,Relational DBMS",trino.io,"trino.io/broadcast,trino.io/docs/current",Trino Software Foundation,2012.0,,Open Source,Apache Version 2.0,no,"Starburst Galaxy,offers a feature-rich user interface to connect all your data sources, manage your Trino clusters, and query your data.",Java,"Linux,macOS",yes,yes,no,depending on connected data-source,yes,"JDBC,RESTful HTTP API,Trino CLI","Go,Java,JavaScript (Node.js),Python,R,Ruby","yes, depending on connected data-source",no,depending on connected data-source,depending on connected data-source,no,depending on connected data-source,no,depending on connected data-source,yes,depending on connected data-source,,SQL standard access control
Ingres,"Well established,RDBMS",Relational DBMS,,"Score,6.24,Rank,#70,Overall,#39,Relational DBMS",www.actian.com/data-management/ingres-sql-rdbms,docs.actian.com/ingres,Actian Corporation,1974.0,"11.2, May 2022",commercial,,no,,C,"AIX,HP Open VMS,HP-UX,Linux,Solaris,Windows",yes,yes,no,yes,yes,".NET Client API,JDBC,ODBC,proprietary protocol (OpenAPI)",,yes,yes,horizontal partitioning,Ingres Replicator,no,Immediate Consistency,yes,ACID,yes,yes,no,fine grained access rights according to SQL-standard
Interbase,Light-weight proven RDBMS,Relational DBMS,,"Score,6.14,Rank,#71,Overall,#40,Relational DBMS",www.embarcadero.com/products/interbase,docs.embarcadero.com/products/interbase,Embarcadero,1984.0,"InterBase 2020, December 2019",commercial,,no,,C,"Android,iOS,Linux,OS X,Windows",yes,yes,no,yes,yes,"ADO.NET,JDBC,ODBC",".Net,C,C++,Delphi,Java,Object Pascal,PHP,Ruby",yes,yes,none,Interbase Change Views,no,Immediate Consistency,yes,ACID,yes,yes,yes,fine grained access rights according to SQL-standard
Sphinx,"Open source search engine for searching in data from different sources, e.g. relational databases",Search engine,,"Score,6.13,Rank,#72,Overall,#8,Search engines",sphinxsearch.com,sphinxsearch.com/docs,Sphinx Technologies Inc.,2001.0,"3.4.1, July 2021",Open Source,"GPL version 2, commercial licence available",no,,C++,"FreeBSD,Linux,NetBSD,OS X,Solaris,Windows",yes,no,,yes,SQL-like query language (SphinxQL),Proprietary protocol,"C++,Java,Perl,PHP,Python,Ruby",no,no,Sharding,none,no,,no,no,yes,yes,,no
Graphite,Data logging and graphing tool for time series data,Time Series DBMS,,"Score,6.05,Rank,#73,Overall,#4,Time Series DBMS",github.com/graphite-project/graphite-web,graphite.readthedocs.io,Chris Davis,2006.0,,Open Source,Apache 2.0,no,,Python,"Linux,Unix",yes,Numeric data only,no,no,no,"HTTP API,Sockets","JavaScript (Node.js),Python",no,no,none,none,no,none,no,no,yes,yes,,no
Microsoft Azure Table Storage,"A,Wide Column Store,for rapid development using massive semi-structured datasets",Wide column store,,"Score,5.91,Rank,#74,Overall,#6,Wide column stores",azure.microsoft.com/en-us/services/storage/tables,,Microsoft,2012.0,,commercial,,yes,,,hosted,schema-free,yes,no,no,no,RESTful HTTP API,".Net,C#,C++,Java,JavaScript (Node.js),PHP,Python,Ruby",no,no,Sharding,yes,no,Immediate Consistency,no,optimistic locking,yes,yes,no,Access rights based on private key authentication or shared access signatures
Google Cloud Datastore,Automatically scaling NoSQL Database as a Service (DBaaS) on the Google Cloud Platform,Document store,,"Score,5.82,Rank,#75,Overall,#12,Document stores",cloud.google.com/datastore,cloud.google.com/datastore/docs,Google,2008.0,,commercial,,yes,,,hosted,schema-free,"yes, details,here",no,yes,SQL-like query language (GQL),"gRPC (using protocol buffers) API,RESTful HTTP/JSON API",".Net,Go,Java,JavaScript (Node.js),PHP,Python,Ruby",using Google App Engine,Callbacks using the Google Apps Engine,Sharding,Multi-source replication using Paxos,yes,Immediate Consistency or Eventual Consistency depending on type of query and configuration,yes,ACID,yes,yes,no,"Access rights for users, groups and roles based on,Google Cloud Identity and Access Management (IAM)"
SAP SQL Anywhere,"RDBMS database and synchronization technologies for server, desktop, remote office, and mobile environments",Relational DBMS,,"Score,5.79,Rank,#76,Overall,#41,Relational DBMS",www.sap.com/products/sql-anywhere.html,help.sap.com/sql-anywhere,SAP,1992.0,"17, July 2015",commercial,,no,,,"AIX,HP-UX,Linux,OS X,Solaris,Windows",yes,yes,yes,yes,yes,"ADO.NET,HTTP API,JDBC,ODBC","C,C#,C++,Delphi,Java,JavaScript (Node.js),Perl,PHP,Python,Ruby","yes, in C/C++, Java, .Net or Perl",yes,none,Source-replica replication,no,Immediate Consistency,yes,ACID,yes,yes,yes,fine grained access rights according to SQL-standard
Riak KV,"Distributed, fault tolerant key-value store",Key-value store,,"Score,5.62,Rank,#77,Overall,#9,Key-value stores",,www.tiot.jp/riak-docs/riak/kv/latest,"OpenSource, formerly Basho Technologies",2009.0,"3.2.0, December 2022",Open Source,"Apache version 2, commercial enterprise edition",no,,Erlang,"Linux,OS X",schema-free,no,no,restricted,no,"HTTP API,Native Erlang Interface","C,C#,C++,Clojure,Dart,Erlang,Go,Groovy,Haskell,Java,JavaScript,Lisp,Perl,PHP,Python,Ruby,Scala,Smalltalk",Erlang,yes,Sharding,selectable replication factor,yes,Eventual Consistency,no,no,yes,yes,,"yes, using Riak Security"
Apache Jena - TDB,"A RDF storage and query DBMS, shipped as an optional-use component of the Apache Jena framework",RDF store,,"Score,5.61,Rank,#78,Overall,#2,RDF stores",jena.apache.org/documentation/tdb/index.html,jena.apache.org/documentation/tdb/index.html,Apache Software Foundation,2000.0,"4.6.1, September 2022",Open Source,"Apache License, Version 2.0",no,,Java,All OS with a Java VM,yes,yes,,yes,no,"Fuseki,Jena RDF API,RIO",Java,yes,yes,none,none,no,,,ACID,yes,yes,,Access control via Jena Security
Adabas,OLTP - DBMS for mainframes and Linux/Unix/Windows environments,Multivalue DBMS,,"Score,5.59,Rank,#79,Overall,#1,Multivalue DBMS",www.softwareag.com/en_corporate/platform/adabas-natural.html,,Software AG,1971.0,,commercial,,no,,,"BS2000,Linux,Unix,Windows,z/OS,z/VSE",yes,yes,no,yes,yes,"HTTP API,SOAP-based API",Natural,in Natural,no,"yes, with additonal products like Adabas Cluster Services, Adabas Parallel Services, Adabas Vista","yes, with add-on product Event Replicator",no,Immediate Consistency,no,ACID,yes,yes,no,"only with OS-specific tools (e.g. IBM RACF, CA Top Secret)"
HyperSQL,"Multithreaded, transactional,RDBMS,written in Java",Relational DBMS,,"Score,5.32,Rank,#80,Overall,#42,Relational DBMS",hsqldb.org,hsqldb.org/web/hsqlDocsFrame.html,,2001.0,"2.7.1, October 2022",Open Source,based on BSD license,no,,Java,All OS with a Java VM,yes,yes,no,yes,yes,"HTTP API,JDBC,ODBC","All languages supporting JDBC/ODBC,Java","Java, SQL",yes,none,none,no,Immediate Consistency,yes,ACID,yes,yes,yes,fine grained access rights according to SQL-standard
Accumulo,,Wide column store,,"Score,5.26,Rank,#81,Overall,#7,Wide column stores",accumulo.apache.org,,,2008.0,"2.0.1 (December 24, 2020), 2020",Open Source,,no,,Java,,,,,,,,,,,,,,,,,,,,
Virtuoso,Virtuoso is a multi-model hybrid-RDBMS that supports management of data represented as relational tables and/or property graphs,"Document store,Graph DBMS,Native XML DBMS,Relational DBMS,RDF store,Search engine",Spatial DBMS,"Score,5.24,Rank,#82,Overall,#13,Document stores,#3,Graph DBMS,#2,Native XML DBMS,#43,Relational DBMS,#3,RDF stores,#9,Search engines",virtuoso.openlinksw.com,docs.openlinksw.com/virtuoso,OpenLink Software,1998.0,"7.2.7, May 2022",Open Source,"GPLv2, extended commercial license available",no,,C,"AIX,FreeBSD,HP-UX,Linux,OS X,Solaris,Windows",yes,yes,yes,yes,yes,"ADO.NET,GeoSPARQL,HTTP API,JDBC,Jena RDF API,ODBC,OLE DB,RDF4J API,RESTful HTTP API,Sesame REST HTTP Protocol,SOAP webservices,SPARQL 1.1,WebDAV,XPath,XQuery,XSLT",".Net,C,C#,C++,Java,JavaScript,Perl,PHP,Python,Ruby,Visual Basic",yes,yes,yes,"Chain, star, and bi-directional replication,Multi-source replication,Source-replica replication",yes,Immediate Consistency,yes,ACID,yes,yes,yes,"Fine-grained Attribute-Based Access Control (ABAC) in addition to typical coarse-grained Role-Based Access Control (RBAC) according to SQL-standard. Pluggable authentication with supported standards (LDAP, Active Directory, Kerberos)"
Ignite,"Apache Ignite is a memory-centric distributed database, caching, and processing platform for transactional, analytical, and streaming workloads, delivering in-memory speeds at petabyte scale.","Key-value store,Relational DBMS",,"Score,5.16,Rank,#83,Overall,#10,Key-value stores,#44,Relational DBMS",ignite.apache.org,apacheignite.readme.io/docs,Apache Software Foundation,2015.0,Apache Ignite 2.6,Open Source,Apache 2.0,no,,"C++, Java, .Net","Linux,OS X,Solaris,Windows",yes,yes,yes,yes,"ANSI-99 for query and DML statements, subset of DDL","HDFS API,Hibernate,JCache,JDBC,ODBC,Proprietary protocol,RESTful HTTP API,Spring Data","C#,C++,Java,PHP,Python,Ruby,Scala",yes (compute grid and cache interceptors can be used instead),yes (cache interceptors and events),Sharding,yes (replicated cache),yes (compute grid and hadoop accelerator),Immediate Consistency,no,ACID,yes,yes,yes,Security Hooks for custom implementations
ArangoDB,"Native multi-model DBMS for graph, document, key/value and search. All in one engine and accessible with one query language.","Document store,Graph DBMS,Key-value store,Search engine",,"Score,4.89,Rank,#84,Overall,#14,Document stores,#4,Graph DBMS,#11,Key-value stores,#10,Search engines",www.arangodb.com,www.arangodb.com/docs/stable,ArangoDB Inc.,2012.0,"3.10.5.1, March 2023",Open Source,Apache Version 2; Commercial license (Enterprise) available,no,"ArangoDB Oasis,–The Managed Cloud Service of ArangoDB. Oasis provides fully managed, and monitored cluster deployments of any size, with enterprise-grade security. Get started for free and continue for as little as $0,21/hour.",C++,"Linux,OS X,Windows",schema-free,yes,,yes,no,"AQL,Foxx Framework,Graph API (Gremlin),GraphQL query language,HTTP API,Java & SpringData,JSON style queries,VelocyPack/VelocyStream","C#,C++,Clojure,Elixir,Go,Java,JavaScript (Node.js),PHP,Python,R,Rust",JavaScript,no,Sharding,Source-replica replication with configurable replication factor,no,"Eventual Consistency,Immediate Consistency,OneShard (highly available, fault-tolerant deployment mode with ACID semantics)",yes,ACID,yes,yes,,yes
Google Cloud Bigtable,"Google's NoSQL Big Data database service. It's the same database that powers many core Google services, including Search, Analytics, Maps, and Gmail.","Key-value store,Wide column store",,"Score,4.80,Rank,#85,Overall,#12,Key-value stores,#8,Wide column stores",cloud.google.com/bigtable,cloud.google.com/bigtable/docs,Google,2015.0,,commercial,,yes,,,hosted,schema-free,no,no,no,no,"gRPC (using protocol buffers) API,HappyBase (Python library),HBase compatible API (Java)","C#,C++,Go,Java,JavaScript (Node.js),Python",no,no,Sharding,"Internal replication in Colossus, and regional replication between two clusters in different zones",yes,"Immediate consistency (for a single cluster), Eventual consistency (for two or more replicated clusters)",no,Atomic single-row operations,yes,yes,no,"Access rights for users, groups and roles based on,Google Cloud Identity and Access Management (IAM)"
TimescaleDB,"A,time series DBMS,optimized for fast ingest and complex queries, based on,PostgreSQL",Time Series DBMS,Relational DBMS,"Score,4.70,Rank,#86,Overall,#5,Time Series DBMS",www.timescale.com,docs.timescale.com,Timescale,2017.0,"2.6.0, February 2022",Open Source,Apache 2.0,no,,C,"Linux,OS X,Windows",yes,"numerics, strings, booleans, arrays, JSON blobs, geospatial dimensions, currencies, binary data, other complex data types",yes,yes,yes,"ADO.NET,JDBC,native C library,ODBC,streaming API for large objects",".Net,C,C++,Delphi,Java,JavaScript,Perl,PHP,Python,R,Ruby,Scheme,Tcl","user defined functions, PL/pgSQL, PL/Tcl, PL/Perl, PL/Python, PL/Java, PL/PHP, PL/R, PL/Ruby, PL/Scheme, PL/Unix shell",yes,"yes, across time and space (hash partitioning) attributes",Source-replica replication with hot standby and reads on replicas,no,Immediate Consistency,yes,ACID,yes,yes,no,fine grained access rights according to SQL-standard
SAP IQ,Columnar RDBMS optimized for Big Data analytics,Relational DBMS,,"Score,4.64,Rank,#87,Overall,#45,Relational DBMS",www.sap.com/products/sybase-iq-big-data-management.html,help.sap.com/iq,"SAP, formerly Sybase",1994.0,"16.1 SPS04, April 2019",commercial,,no,,,"AIX,HP-UX,Linux,Solaris,Windows",yes,yes,no,yes,yes,"ADO.NET,JDBC,ODBC,RESTful HTTP API","C,C#,C++,Java,Perl,PHP,Python,Ruby",yes,yes,shared disk or shared nothing architectures with SAP IQ Multiplexer,SAP/Sybase Replication Server,Hadoop integration,Immediate Consistency,yes,ACID,yes,yes,no,fine grained access rights according to SQL-standard
OrientDB,"Multi-model DBMS (Document, Graph, Key/Value)","Document store,Graph DBMS,Key-value store",,"Score,4.53,Rank,#88,Overall,#15,Document stores,#5,Graph DBMS,#13,Key-value stores",orientdb.org,www.orientdb.com/docs/last/index.html,OrientDB LTD; CallidusCloud; SAP,2010.0,"3.2.17, March 2023",Open Source,Apache version 2,no,,Java,All OS with a Java JDK (>= JDK 6),schema-free,yes,no,yes,"SQL-like query language, no joins","Tinkerpop technology stack with Blueprints, Gremlin, Pipes,Java API,RESTful HTTP/JSON API",".Net,C,C#,C++,Clojure,Java,JavaScript,JavaScript (Node.js),PHP,Python,Ruby,Scala","Java, Javascript",Hooks,Sharding,Multi-source replication,no,,yes,ACID,yes,yes,,Access rights for users and roles; record level security configurable
"UniData,UniVerse",MultiValue database and application server with SQL mapping layer and meta database capabilities,Multivalue DBMS,,"Score,4.45,Rank,#89,Overall,#2,Multivalue DBMS",www.rocketsoftware.com/products/rocket-u2,www.rocketsoftware.com/products/rocket-u2/documentation,Rocket Software,1985.0,,commercial,,no,,C,"AIX,HP-UX,Linux,Solaris,Windows",schema-free,optional,,yes,yes,"Java API,JDBC,ODBC,OLE DB,Proprietary protocol,RESTful HTTP API,SOAP-based API",".Net,Basic,C,Java",yes,yes,none,Source-replica replication,no,,no,ACID,yes,yes,,Access rights according to SQL-standard and operating system based
GemFire,"An enterprise grade, high speed in-memory data and compute grid for high-performance, low latency applications where data must be consistent across multiple data centers",Key-value store,Document store,"Score,4.44,Rank,#90,Overall,#14,Key-value stores",www.vmware.com/products/gemfire.html,docs.vmware.com/en/VMware-GemFire/index.html,VMware,2004.0,"9.15, June 2022",commercial,,no,,Java,"All OS with a Java VM,Linux,Windows",schema-free,yes,no,yes,"Supports Object Query Language, a SQL-like query language for object-oriented data models","Memcached protocol,Redis API,RESTful HTTP API",".Net,C++,Java,JavaScript (Node.js)",yes,yes,Sharding,"yes, with automatic redundancy recovery",,Immediate Consistency,no,yes,yes,yes,yes,Role-based access control
OpenEdge,Application development environment with integrated database management system,Relational DBMS,,"Score,4.33,Rank,#91,Overall,#46,Relational DBMS",www.progress.com/openedge,documentation.progress.com/output/ua/OpenEdge_latest,Progress Software Corporation,1984.0,"OpenEdge 12.2, March 2020",commercial,,no,,,"AIX,HP-UX,Linux,Solaris,Windows",yes,yes,yes,yes,yes,"JDBC,ODBC",Progress proprietary ABL (Advanced Business Language),yes,yes,horizontal partitioning,Source-replica replication,no,Immediate Consistency,yes,ACID,yes,yes,no,Users and groups
RocksDB,Embeddable persistent key-value store optimized for fast storage (flash and RAM),Key-value store,,"Score,4.27,Rank,#92,Overall,#15,Key-value stores",rocksdb.org,github.com/facebook/rocksdb/wiki,"Facebook, Inc.",2013.0,"7.10.2, March 2023",Open Source,BSD,no,,C++,Linux,schema-free,no,no,no,no,"C++ API,Java API","C,C++,Go,Java,Perl,Python,Ruby",no,,horizontal partitioning,yes,no,,no,yes,yes,yes,yes,no
Google Cloud Spanner,"A horizontally scalable, globally consistent, relational database service. It is the externalization of the core Google database that runs the biggest aspects of Google, like Ads and Google Play.",Relational DBMS,,"Score,4.27,Rank,#93,Overall,#47,Relational DBMS",cloud.google.com/spanner,cloud.google.com/spanner/docs,Google,2017.0,,commercial,,yes,,,hosted,yes,yes,no,yes,yes,"gRPC (using protocol buffers) API,JDBC,RESTful HTTP API","Go,Java,JavaScript (Node.js),Python",no,no,Sharding,Multi-source replication with 3 replicas for regional instances.,yes,Immediate Consistency,yes,ACID,yes,yes,no,"Access rights for users, groups and roles based on,Google Cloud Identity and Access Management (IAM)"
RavenDB,Open Source Operational and Transactional Enterprise NoSQL Document Database,Document store,"Graph DBMS,Spatial DBMS,Time Series DBMS","Score,4.26,Rank,#94,Overall,#16,Document stores",ravendb.net,ravendb.net/docs,Hibernating Rhinos,2010.0,"5.4, July 2022",Open Source,"AGPL version 3, commercial license available",no,,C#,"Linux,macOS,Raspberry Pi,Windows",schema-free,no,,yes,SQL-like query language (RQL),".NET Client API,F# Client API,Go Client API,Java Client API,NodeJS Client API,PHP Client API,Python Client API,RESTful HTTP API",".Net,C#,F#,Go,Java,JavaScript (Node.js),PHP,Python,Ruby",yes,yes,Sharding,Multi-source replication,yes,Default ACID transactions on the local node (eventually consistent across the cluster). Atomic operations with cluster-wide ACID transactions. Eventual consistency for indexes and full-text search indexes.,no,"ACID, Cluster-wide transaction available",yes,yes,,Authorization levels configured per client per database
IBM Cloudant,"Database as a Service offering based on,Apache CouchDB",Document store,,"Score,4.12,Rank,#95,Overall,#17,Document stores",www.ibm.com/cloud/cloudant,cloud.ibm.com/docs/Cloudant,"IBM, Apache Software Foundation",2010.0,,commercial,,yes,,Erlang,hosted,schema-free,no,no,yes,no,RESTful HTTP/JSON API,"C#,Java,JavaScript,Objective-C,PHP,Ruby",View functions (Map-Reduce) in JavaScript,yes,Sharding,"Multi-source replication,Source-replica replication",yes,Eventual Consistency,no,no,yes,yes,no,Access rights for users can be defined per database
Oracle NoSQL,"A multi-model, scalable, distributed NoSQL database, designed to provide highly reliable, flexible, and available data management across a configurable set of storage nodes","Document store,Key-value store,Relational DBMS",,"Score,3.97,Rank,#96,Overall,#18,Document stores,#16,Key-value stores,#48,Relational DBMS",www.oracle.com/database/technologies/related/nosql.html,docs.oracle.com/en/database/other-databases/nosql-database/index.html,Oracle,2011.0,"22.3, December 2022",Open Source,"Proprietary for Enterprise Edition (Oracle Database EE license has Oracle NoSQL database EE covered:,details,)",no,,Java,"Linux,Solaris SPARC/x86",Support Fixed schema and Schema-less deployment with the ability to interoperate between them.,optional,no,yes,SQL-like DML and DDL statements,RESTful HTTP API,"C,C#,Go,Java,JavaScript (Node.js),Python",no,no,Sharding,Electable source-replica replication per shard. Support distributed global deployment with Multi-region table feature,with Hadoop integration,"Eventual Consistency,Immediate Consistency",no,configurable,yes,yes,yes,Access rights for users and roles
RethinkDB,DBMS for the Web with a mechanism to push updated query results to applications in realtime.,Document store,Spatial DBMS,"Score,3.95,Rank,#97,Overall,#19,Document stores",rethinkdb.com,rethinkdb.com/docs,The Linux Foundation,2009.0,"2.4.1, August 2020",Open Source,Apache Version 2,no,,C++,"Linux,OS X,Windows",schema-free,yes,no,yes,no,,"C,C#,C++,Clojure,Dart,Erlang,Go,Haskell,Java,JavaScript (Node.js),Lisp,Lua,Objective-C,Perl,PHP,Python,Ruby,Scala",,Client-side triggers through changefeeds,Sharding,Source-replica replication,yes,Immediate Consistency,no,Atomic single-document operations,yes,yes,no,yes
YugabyteDB,"High-performance distributed SQL database for global, internet-scale applications. Wire and feature compatible with,PostgreSQL,.",Relational DBMS,"Document store,Wide column store","Score,3.94,Rank,#98,Overall,#49,Relational DBMS",www.yugabyte.com,"docs.yugabyte.com,github.com/yugabyte/yugabyte-db",Yugabyte Inc.,2017.0,"2.18, May 2023",Open Source,Apache 2.0,no,"YugabyteDB Managed,is the fully managed database-as-a-service offering of YugabyteDB. Get started quickly, and effortlessly ensure continuous availability and limitless scale of your cloud native applications.",C and C++,"Linux,OS X",depending on used data model,yes,no,yes,"yes, PostgreSQL compatible","JDBC,YCQL, an SQL-based flexible-schema API with its roots in Cassandra Query Language,YSQL - a fully relational SQL API that is wire compatible with the SQL language in PostgreSQL","C,C#,C++,Go,Java,JavaScript (Node.js),Python,Ruby",yes,yes,"Hash and Range Sharding, row-level geo-partitioning","Based on Raft distributed consensus protocol, minimum 3 replicas for continuous availability",no,Strong consistency on writes and tunable consistency on reads,yes,Distributed ACID with Serializable & Snapshot Isolation. Inspired by Google Spanner architecture.,yes,yes,no,yes
DolphinDB,"DolphinDB is a high performance,Time Series DBMS,. It is integrated with an easy-to-use fully featured programming language and a high-volume high-velocity streaming analytics system. It offers operational simplicity, scalability, fault tolerance, and concurrency.",Time Series DBMS,Relational DBMS,"Score,3.88,Rank,#99,Overall,#6,Time Series DBMS",www.dolphindb.com,www.dolphindb.com/help,"DolphinDB, Inc",2018.0,"v2.00.4, January 2022",commercial,free community version available,no,,C++,"Linux,Windows",yes,yes,no,yes,SQL-like query language,"JDBC,JSON over HTTP,Kafka,MQTT (Message Queue Telemetry Transport),ODBC,OPC DA,OPC UA,RabbitMQ,WebSocket","C#,C++,Go,Java,JavaScript,MatLab,Python,R,Rust",yes,no,horizontal partitioning,yes,yes,Immediate Consistency,no,yes,yes,yes,yes,"Administrators, Users, Groups"
Oracle Berkeley DB,Widely used in-process key-value store,"Key-value store,Native XML DBMS",,"Score,3.82,Rank,#100,Overall,#17,Key-value stores,#3,Native XML DBMS",www.oracle.com/technetwork/database/database-technologies/berkeleydb/overview/index.html,docs.oracle.com/cd/E17076_05/html/index.html,Oracle,1994.0,"18.1.40, May 2020",Open Source,commercial license available,no,,"C, Java, C++ (depending on the Berkeley DB edition)","AIX,Android,FreeBSD,iOS,Linux,OS X,Solaris,VxWorks,Windows",schema-free,no,yes,yes,yes,,".Net,others,C,C#,C++,Java,JavaScript (Node.js),Perl,Python,Tcl",no,yes,none,Source-replica replication,no,,no,ACID,,yes,yes,no
Infinispan,,Key-value store,,"Score,3.78,Rank,#101,Overall,#18,Key-value stores",infinispan.org,infinispan.org/documentation,,2009.0,"14.0.7.Final, March 2023",Open Source,Apache Version 2,no,,Java,,,,,,,,,,,,,,,,,,,,
MaxDB,"A robust and reliable,RDBMS,optimized to run all major SAP solutions",Relational DBMS,,"Score,3.69,Rank,#102,Overall,#50,Relational DBMS",maxdb.sap.com,maxdb.sap.com/documentation,"SAP, acquired from Software AG (Adabas-D) in 1997",1984.0,"7.9.10 (January 2020), 2020",commercial,Limited community edition free,no,,C++,"AIX,HP-UX,Linux,Solaris,Windows",yes,yes,no,yes,yes,"ADO.NET,JDBC,ODBC,WebDAV",".Net,C#,Java,Perl,PHP,Python",yes,yes,none,Source-replica replication,no,Immediate Consistency,yes,ACID,yes,yes,no,fine grained access rights according to SQL-standard
RRDtool,Industry standard data logging and graphing tool for time series data. RRD is an acronym for round-robin database.,Time Series DBMS,,"Score,3.69,Rank,#103,Overall,#7,Time Series DBMS",oss.oetiker.ch/rrdtool,oss.oetiker.ch/rrdtool/doc,Tobias Oetiker,1999.0,"1.8.0, 2022",Open Source,GPL V2 and FLOSS,no,,C,"HP-UX,Linux",yes,Numeric data only,no,no,no,"in-process shared library,Pipes","C,C#,Java,JavaScript (Node.js),Lua,Perl,PHP,Python,Ruby",no,no,none,none,no,none,no,no,yes,yes,yes,no
LevelDB,"Embeddable fast,key-value storage,library that provides an ordered mapping from string keys to string values",Key-value store,,"Score,3.61,Rank,#104,Overall,#19,Key-value stores",github.com/google/leveldb,github.com/google/leveldb/blob/master/doc/index.md,Google,2011.0,"1.23, February 2021",Open Source,BSD,no,,C++,"Illumos,Linux,OS X,Windows",schema-free,no,no,no,no,,"C++,Go,Java,JavaScript (Node.js),Python",no,no,none,none,no,Immediate Consistency,no,no,yes,yes,,no
TiDB,"TiDB is an open source distributed SQL database that supports Hybrid Transactional/Analytical Processing (HTAP) workloads. It is MySQL compatible and features horizontal scalability, strong consistency, and high availability.",Relational DBMS,Document store,"Score,3.53,Rank,#105,Overall,#51,Relational DBMS",pingcap.com,docs.pingcap.com/tidb/stable,"PingCAP, Inc.",2016.0,"7.0.0, March 2023",Open Source,Apache 2.0,no,"TiDB Cloud,: Fully-managed TiDB Service. Bring everything great about TiDB to the cloud.","Go, Rust",Linux,yes,yes,no,yes,yes,"GORM,JDBC,ODBC,Proprietary protocol,SQLAlchemy","Ada,C,C#,C++,D,Delphi,Eiffel,Erlang,Haskell,Java,JavaScript (Node.js),Objective-C,OCaml,Perl,PHP,Python,Ruby,Scheme,Tcl",no,no,horizontal partitioning (by key range),Using Raft consensus algorithm to ensure data replication with strong consistency among multiple replicas.,yes,Immediate Consistency,yes,ACID,yes,yes,no,Fine grained access rights according to SQL-standard
InterSystems IRIS,"A containerised multi-model DBMS, interoperability and analytics data platform with wide capabilities for vertical and horizontal scalability","Document store,Key-value store,Object oriented DBMS,Relational DBMS",,"Score,3.52,Rank,#106,Overall,#20,Document stores,#20,Key-value stores,#1,Object oriented DBMS,#52,Relational DBMS",www.intersystems.com/products/intersystems-iris,docs.intersystems.com/irislatest/csp/docbook/DocBook.UI.Page.cls,InterSystems,2018.0,"2021.1, June 2021",commercial,,no,,,"AIX,Linux,macOS,Windows",depending on used data model,yes,yes,yes,yes,"JDBC,ODBC,RESTful HTTP API",".Net,C++,Java,JavaScript (Node.js),Python",yes,yes,Sharding,Source-replica replication,no,Immediate Consistency,yes,ACID,yes,yes,yes,yes
PouchDB,"JavaScript DBMS with an API inspired by,CouchDB",Document store,,"Score,3.39,Rank,#107,Overall,#21,Document stores",pouchdb.com,pouchdb.com/guides,Apache Software Foundation,2012.0,"7.1.1, June 2019",Open Source,,no,,JavaScript,"server-less, requires a JavaScript environment (browser, Node.js)",schema-free,no,no,yes,no,"HTTP REST,JavaScript API",JavaScript,View functions in JavaScript,yes,Sharding,"Multi-source replication,Source-replica replication",yes,Eventual Consistency,no,no,,yes,yes,no
Percona Server for MySQL,"Enhanced drop-in replacement for,MySQL,based on XtraDB or TokuDB storage engines with improved performance and additional diagnostic and management features.",Relational DBMS,,"Score,3.38,Rank,#108,Overall,#53,Relational DBMS",www.percona.com/software/mysql-database/percona-server,www.percona.com/downloads/Percona-Server-LATEST,Percona,2008.0,"8.0.32-24, 2023",Open Source,GPL version 2,no,,C and C++,Linux,yes,yes,yes,yes,yes,"ADO.NET,JDBC,ODBC","Ada,C,C#,C++,D,Eiffel,Erlang,Haskell,Java,Objective-C,OCaml,Perl,PHP,Python,Ruby,Scheme,Tcl",yes,yes,,"Multi-source replication,Source-replica replication,XtraDB Cluster",no,Immediate Consistency,yes,ACID,yes,yes,yes,Users with fine-grained authorization concept
